EDAD;GENERO;INGRESOS;EGRESOS;HABITO_PAGO;CREDITOS_VIGENTES;PUNTAJE_RIESGO;ESTADO
39;F; $ 2.653.618 ; $ 2.101.800 ;E;1;2.232;Anulada
39;F; $ 2.653.618 ; $ 2.101.800 ;E;1;2.232;Aprobada
39;F; $ 16.800.000 ; $ 6.554.000 ;B;1;2.172;Desistida
39;F; $ 1.663.200 ; $ 740.150 ;B;4;2.256;Aprobada
39;F; $ 914.476 ; $ 271.200 ;E;8;2.226;Aprobada
39;M; $ 952.000 ; $ 282.500 ;B;1;1.524;Negada
39;M; $ 1.008.161 ; $ 395.500 ;B;8;792;Negada
39;M; $ 851.200 ; $ 339.000 ;B;2;1.845;Negada
39;F; $ 1.671.786 ; $ 1.124.350 ;B;1;933;Anulada
39;M; $ 1.198.400 ; $ 565.000 ;C;3;3;Negada
39;F; $ 2.418.080 ; $ 1.130.000 ;E;4;1.971;Negada
39;M; $ 1.008.000 ; $ 452.000 ;B;2;981;Aprobada
39;M; $ 3.186.400 ; $ 1.627.200 ;E;7;2.136;Aprobada
39;F; $ 1.671.786 ; $ 1.124.350 ;B;1;933;Aprobada
39;M; $ 826.243 ; $ 508.500 ;E;2;1.920;Desistida
39;F; $ 1.344.000 ; $ 904.000 ;B;0;0;Desistida
39;M; $ 2.992.640 ; $ 2.147.000 ;B;1;2.052;Desistida
39;F; $ 973.332 ; $ 474.600 ;E;10;2.052;Anulada
39;F; $ 3.136.000 ; $ 960.500 ;E;7;2.061;Negada
39;M; $ 1.008.000 ; $ 226.000 ;E;5;2.280;Negada
39;M; $ 2.424.800 ; $ 904.000 ;E;3;1.734;Desistida
39;M; $ 896.000 ; $ 339.000 ;B;0;0;Desistida
39;M; $ 8.668.800 ; $ 5.650.000 ;B;4;1.509;Aprobada
39;F; $ 1.344.000 ; $ 339.000 ;B;2;1.134;Negada
39;F; $ 973.332 ; $ 474.600 ;E;10;2.052;Aprobada
39;F; $ 1.568.000 ; $ 339.000 ;K;3;1.869;Anulada
39;M; $ 1.111.832 ; $ 226.000 ;C;8;1.248;Negada
39;F; $ 2.240.000 ; $ 1.017.000 ;B;4;1.659;Desistida
39;M; $ 1.344.000 ; $ 565.000 ;B;0;3;Negada
39;M; $ 2.128.000 ; $ 565.000 ;E;5;1.887;Desistida
39;F; $ 2.800.000 ; $ 1.864.500 ;E;4;1.869;Anulada
39;M; $ 1.344.000 ; $ 113.000 ;B;4;921;Negada
39;M; $ 1.344.000 ; $ 395.500 ;B;3;756;Negada
39;F; $ 1.344.000 ; $ 632.800 ;B;1;3;Aprobada
39;M; $ 1.064.000 ; $ 169.500 ;E;4;2.151;Negada
39;F; $ 1.383.200 ; $ 678.000 ;B;1;2.247;Desistida
39;F; $ 1.008.000 ; $ 226.000 ;C;1;3;Negada
39;F; $ 1.680.000 ; $ 113.000 ;B;1;21;Negada
39;F; $ 2.800.000 ; $ 1.864.500 ;E;4;1.869;Aprobada
39;F; $ 6.160.000 ; $ 169.500 ;E;6;2.217;Desistida
39;F; $ 1.097.600 ; $ 791.000 ;B;0;1.821;Desistida
39;F; $ 1.344.000 ; $ 678.000 ;E;2;1.986;Negada
39;F; $ 1.680.000 ; $ 678.000 ;E;2;2.070;Negada
39;M; $ 2.240.000 ; $ 395.500 ;A;7;1.827;Desistida
39;M; $ 1.456.000 ; $ 474.600 ;B;0;2.352;Aprobada
39;F; $ 2.016.000 ; $ 508.500 ;B;1;3;Negada
39;F; $ 2.430.400 ; $ 536.750 ;E;3;1.842;Anulada
39;F; $ 1.176.000 ; $ 395.500 ;B;2;951;Negada
39;F; $ 900.988 ; $ 598.900 ;B;0;3;Desistida
39;F; $ 952.000 ; $ 565.000 ;B;0;2.028;Desistida
39;M; $ 1.476.661 ; $ 768.400 ;E;6;1.887;Aprobada
39;M; $ 1.344.000 ; $ 282.500 ;B;3;3;Negada
39;M; $ 4.480.000 ; $ 2.384.300 ;B;2;1.284;Anulada
39;M; $ 4.480.000 ; $ 2.384.300 ;B;2;1.284;Aprobada
39;M; $ 915.040 ; $ - ;B;1;1.236;Negada
39;F; $ 2.576.000 ; $ 1.017.000 ;B;0;1.980;Desistida
39;M; $ 784.000 ; $ 226.000 ;B;3;771;Negada
39;F; $ 2.800.000 ; $ 339.000 ;B;2;1.872;Negada
39;M; $ 1.456.000 ; $ 452.000 ;B;3;3;Negada
39;F; $ 6.020.000 ; $ 3.432.620 ;B;0;2.358;Desistida
39;M; $ 1.568.000 ; $ 678.000 ;B;0;0;Negada
39;M; $ 1.008.000 ; $ 327.700 ;E;3;1.776;Anulada
39;M; $ 851.200 ; $ 678.000 ;B;1;3;Negada
39;M; $ 1.792.000 ; $ 1.130.000 ;B;3;1.104;Negada
39;F; $ 991.200 ; $ 339.000 ;B;2;1.035;Desistida
39;F; $ 1.344.000 ; $ 1.582.000 ;B;1;3;Desistida
39;F; $ 1.176.000 ; $ - ;B;2;1.056;Negada
39;F; $ 1.344.000 ; $ 1.582.000 ;B;1;3;Negada
39;M; $ 1.568.000 ; $ 847.500 ;E;8;1.908;Aprobada
39;F; $ 966.715 ; $ 169.500 ;B;2;1.482;Negada
39;F; $ 896.000 ; $ 339.000 ;B;2;948;Negada
39;F; $ 2.987.308 ; $ 1.130.000 ;B;0;2.079;Aprobada
39;F; $ 1.344.000 ; $ 339.000 ;E;2;2.436;Desistida
39;M; $ 1.612.800 ; $ 452.000 ;B;3;3;Negada
39;F; $ 1.290.240 ; $ 339.000 ;E;3;2.079;Desistida
39;M; $ 1.568.000 ; $ 169.500 ;E;3;1.743;Negada
39;F; $ 1.680.000 ; $ 565.000 ;B;1;1.254;Negada
39;F; $ 7.840.000 ; $ 1.695.000 ;C;5;1.899;Negada
39;M; $ 1.680.000 ; $ 282.500 ;B;1;2.319;Desistida
39;M; $ 896.000 ; $ 339.000 ;B;0;0;Negada
39;F; $ 1.377.600 ; $ 282.500 ;B;1;3;Negada
39;F; $ 1.008.000 ; $ 169.500 ;B;4;3;Negada
39;M; $ 3.402.560 ; $ 904.000 ;E;1;2.055;Negada
39;F; $ 1.377.600 ; $ 282.500 ;B;1;3;Negada
39;M; $ 1.792.000 ; $ 904.000 ;B;0;1.659;Negada
39;F; $ 1.008.000 ; $ 542.400 ;E;1;1.857;Aprobada
39;F; $ 2.652.160 ; $ 994.400 ;E;3;2.127;Anulada
39;F; $ 2.546.093 ; $ 621.500 ;B;0;1.800;Aprobada
39;M; $ 919.360 ; $ 226.000 ;B;2;822;Negada
39;M; $ 1.232.000 ; $ 565.000 ;B;4;888;Negada
39;F; $ 2.652.160 ; $ 994.400 ;E;3;2.127;Anulada
39;M; $ 1.686.720 ; $ 734.500 ;B;2;1.080;Aprobada
39;F; $ 1.077.334 ; $ 339.000 ;E;14;846;Negada
39;F; $ 1.545.862 ; $ 723.200 ;B;1;2.019;Desistida
39;F; $ 1.344.000 ; $ 452.000 ;B;2;3;Negada
39;F; $ 2.576.000 ; $ 565.000 ;C;5;1.461;Negada
39;M; $ 873.600 ; $ 339.000 ;B;2;2.343;Negada
39;M; $ 840.000 ; $ 226.000 ;B;0;12;Negada
39;M; $ 853.261 ; $ 350.300 ;B;2;2.502;Aprobada
39;M; $ 2.992.640 ; $ 2.147.000 ;B;3;2.115;Desistida
39;M; $ 2.016.000 ; $ 339.000 ;B;1;3;Negada
39;M; $ 826.243 ; $ 452.000 ;B;0;2.022;Negada
39;M; $ 2.800.000 ; $ 1.695.000 ;B;6;1.125;Negada
39;M; $ 1.120.000 ; $ 452.000 ;B;4;450;Negada
39;F; $ 1.344.000 ; $ 226.000 ;B;1;3;Desistida
39;M; $ 2.170.560 ; $ 282.500 ;B;1;2.034;Desistida
39;F; $ 3.136.000 ; $ 678.000 ;B;5;2.064;Anulada
39;M; $ 2.240.000 ; $ 339.000 ;B;0;0;Negada
39;M; $ 672.000 ; $ 282.500 ;B;3;2.046;Desistida
39;M; $ 3.920.000 ; $ 1.695.000 ;B;3;1.989;Desistida
39;M; $ 708.737 ; $ 372.900 ;B;0;3;Aprobada
39;F; $ 979.555 ; $ 983.100 ;B;0;2.088;Desistida
39;M; $ 772.800 ; $ 282.500 ;B;4;522;Negada
39;F; $ 1.568.000 ; $ 937.900 ;B;0;0;Aprobada
39;F; $ 2.240.000 ; $ 937.900 ;E;4;2.376;Aprobada
39;M; $ 743.914 ; $ 655.400 ;A;1;1.830;Desistida
39;F; $ 1.192.410 ; $ 678.000 ;B;0;3;Aprobada
39;M; $ 2.302.496 ; $ 565.000 ;E;3;1.905;Anulada
39;F; $ 1.043.900 ; $ 542.400 ;E;3;1.554;Desistida
39;M; $ 1.038.548 ; $ 734.500 ;B;1;3;Desistida
39;F; $ 2.014.290 ; $ 452.000 ;E;6;1.704;Negada
39;F; $ 2.652.160 ; $ 994.400 ;E;3;2.127;Desistida
39;M; $ 1.153.600 ; $ 339.000 ;C;5;807;Negada
39;F; $ 2.016.000 ; $ 282.500 ;B;1;3;Negada
39;F; $ 1.120.000 ; $ 452.000 ;B;0;1.995;Desistida
39;M; $ 1.353.990 ; $ 226.000 ;E;5;2.223;Aprobada
39;F; $ 952.000 ; $ 452.000 ;B;0;0;Desistida
39;M; $ 9.408.000 ; $ 904.000 ;B;3;2.376;Desistida
39;M; $ 954.055 ; $ 452.000 ;E;3;2.424;Aprobada
39;F; $ 1.232.000 ; $ 452.000 ;B;1;2.523;Negada
39;M; $ 7.703.360 ; $ 4.090.600 ;E;12;1.836;Anulada
39;F; $ 67.200.000 ; $ 66.466.600 ;E;4;2.208;Anulada
39;M; $ 7.703.360 ; $ 4.090.600 ;E;12;1.836;Desistida
39;F; $ 1.344.000 ; $ 395.500 ;B;6;732;Negada
39;M; $ 952.000 ; $ 452.000 ;B;1;2.274;Desistida
39;M; $ 896.000 ; $ 339.000 ;E;5;2.277;Desistida
39;F; $ 1.881.600 ; $ 904.000 ;B;4;801;Desistida
39;M; $ 1.142.271 ; $ 282.500 ;B;5;1.650;Desistida
39;F; $ 1.008.000 ; $ 649.750 ;B;0;0;Desistida
39;F; $ 2.576.000 ; $ 1.356.000 ;B;3;2.340;Aprobada
39;M; $ 937.440 ; $ 474.600 ;K;8;1.032;Desistida
39;M; $ 853.261 ; $ 350.300 ;B;2;2.343;Anulada
39;F; $ 1.191.269 ; $ 452.000 ;B;0;2.325;Desistida
39;F; $ 819.840 ; $ 158.200 ;B;0;0;Negada
39;F; $ 710.444 ; $ 700.600 ;B;2;1.191;Desistida
39;F; $ 1.176.000 ; $ 655.400 ;B;3;1.344;Anulada
39;F; $ 1.176.000 ; $ 655.400 ;B;3;1.344;Aprobada
39;M; $ 966.717 ; $ 226.000 ;B;1;1.788;Negada
39;F; $ 1.680.000 ; $ 791.000 ;B;2;1.863;Negada
39;F; $ 1.680.000 ; $ 678.000 ;B;3;675;Negada
39;F; $ 1.195.544 ; $ 339.000 ;B;5;2.151;Anulada
39;F; $ 1.195.544 ; $ 339.000 ;B;5;2.151;Aprobada
39;F; $ 1.680.000 ; $ 339.000 ;E;3;1.674;Negada
39;M; $ 826.243 ; $ 1.130.000 ;A;3;1.113;Desistida
39;F; $ 4.671.449 ; $ 904.000 ;E;5;1.887;Aprobada
39;F; $ 1.068.480 ; $ 565.000 ;B;0;2.034;Negada
39;M; $ 840.000 ; $ - ;B;2;2.157;Desistida
39;M; $ 1.120.000 ; $ 1.130.000 ;B;2;2.355;Desistida
39;M; $ 1.229.760 ; $ 565.000 ;E;5;1.950;Negada
39;M; $ 1.229.760 ; $ 565.000 ;E;5;1.950;Negada
39;F; $ 1.249.920 ; $ 363.860 ;B;1;21;Aprobada
39;F; $ 1.646.400 ; $ 1.084.800 ;B;0;0;Desistida
39;F; $ 2.800.000 ; $ 1.220.400 ;E;2;2.103;Desistida
39;F; $ 927.097 ; $ 395.500 ;E;6;1.569;Desistida
39;F; $ 825.440 ; $ 553.700 ;B;3;2.199;Desistida
39;F; $ 1.344.000 ; $ 565.000 ;E;1;1.692;Negada
39;F; $ 1.120.000 ; $ 395.500 ;B;1;3;Negada
39;F; $ 1.199.856 ; $ 768.400 ;B;2;21;Anulada
39;F; $ 1.199.856 ; $ 768.400 ;B;2;21;Desistida
39;M; $ 3.360.000 ; $ 1.130.000 ;B;1;1.257;Negada
39;M; $ 2.240.000 ; $ 339.000 ;B;0;1.932;Negada
39;F; $ 1.419.214 ; $ 429.400 ;B;3;2.277;Negada
39;F; $ 1.680.000 ; $ 904.000 ;B;1;1.962;Anulada
39;F; $ 1.333.920 ; $ 395.500 ;E;4;1.728;Negada
39;M; $ 919.360 ; $ 226.000 ;B;2;675;Negada
39;F; $ 3.080.000 ; $ 1.130.000 ;B;3;954;Anulada
39;F; $ 3.080.000 ; $ 1.130.000 ;B;3;954;Aprobada
39;F; $ 1.568.000 ; $ - ;B;1;1.161;Negada
39;F; $ 5.600.000 ; $ 1.130.000 ;E;9;2.409;Desistida
39;M; $ 2.016.000 ; $ 678.000 ;E;9;2.091;Desistida
39;F; $ 1.444.800 ; $ 904.000 ;B;0;1.926;Desistida
39;M; $ 1.792.000 ; $ 565.000 ;C;7;717;Negada
39;F; $ 1.680.000 ; $ 904.000 ;B;1;1.962;Aprobada
39;F; $ 1.523.200 ; $ 113.000 ;C;6;768;Negada
39;M; $ 1.299.200 ; $ 621.500 ;E;5;2.469;Anulada
39;M; $ 1.299.200 ; $ 621.500 ;E;5;2.469;Desistida
39;F; $ 1.680.000 ; $ 395.500 ;E;6;1.227;Negada
39;F; $ 840.000 ; $ 395.500 ;D;7;1.161;Desistida
39;M; $ 1.185.742 ; $ 689.300 ;B;2;2.109;Aprobada
39;M; $ 940.177 ; $ 915.300 ;E;3;2.172;Desistida
39;F; $ 67.200.000 ; $ 66.466.600 ;E;4;2.208;Aprobada
39;F; $ 1.231.210 ; $ 678.000 ;B;0;0;Aprobada
39;M; $ 927.052 ; $ 113.000 ;E;4;2.274;Negada
39;M; $ 815.917 ; $ 452.000 ;B;1;990;Anulada
39;M; $ 1.126.720 ; $ 678.000 ;E;2;2.334;Desistida
39;F; $ 1.512.000 ; $ - ;B;1;3;Anulada
39;M; $ 815.917 ; $ 452.000 ;B;1;990;Aprobada
39;F; $ 1.512.000 ; $ - ;B;1;3;Aprobada
39;F; $ 2.464.000 ; $ 565.000 ;E;6;2.169;Aprobada
39;F; $ 1.232.000 ; $ 565.000 ;B;1;3;Negada
39;M; $ 1.417.135 ; $ 282.500 ;E;3;1.905;Desistida
39;M; $ 1.617.015 ; $ 519.800 ;E;4;2.550;Aprobada
39;F; $ 2.240.000 ; $ 678.000 ;B;3;759;Negada
39;F; $ 1.064.000 ; $ 282.500 ;E;3;2.259;Negada
39;F; $ 1.545.862 ; $ 960.500 ;B;1;2.223;Desistida
39;F; $ 1.141.756 ; $ 565.000 ;E;7;2.043;Desistida
39;F; $ 1.624.000 ; $ 395.500 ;B;4;888;Negada
39;M; $ 1.430.240 ; $ 734.500 ;B;1;2.073;Aprobada
39;F; $ 2.016.000 ; $ 791.000 ;E;3;930;Aprobada
39;M; $ 2.016.000 ; $ 904.000 ;B;6;1.134;Negada
39;F; $ 1.281.280 ; $ 476.860 ;B;5;2.169;Aprobada
39;M; $ 3.920.000 ; $ 56.500 ;E;5;2.439;Negada
39;M; $ 917.850 ; $ 565.000 ;E;12;1.968;Desistida
39;F; $ 1.680.000 ; $ 508.500 ;E;1;2.370;Negada
39;F; $ 3.360.000 ; $ 904.000 ;B;1;2.238;Negada
39;M; $ 1.568.000 ; $ 339.000 ;B;3;3;Negada
39;F; $ 6.720.000 ; $ 3.955.000 ;E;8;2.388;Aprobada
39;M; $ 1.444.800 ; $ 452.000 ;B;2;1.932;Negada
39;M; $ 1.430.240 ; $ 734.500 ;B;1;2.073;Anulada
39;F; $ 1.792.000 ; $ 282.500 ;B;3;522;Negada
39;F; $ 1.609.014 ; $ 610.200 ;B;6;2.058;Anulada
39;F; $ 1.354.036 ; $ 401.150 ;B;0;1.677;Desistida
39;F; $ 2.240.000 ; $ 1.367.300 ;E;2;1.947;Desistida
39;F; $ 1.232.000 ; $ 678.000 ;B;3;1.677;Aprobada
39;M; $ 963.200 ; $ 497.200 ;B;1;1.188;Desistida
39;F; $ 2.688.000 ; $ 1.638.500 ;E;11;2.376;Desistida
39;M; $ 1.686.720 ; $ 734.500 ;B;2;1.080;Anulada
39;F; $ 2.800.000 ; $ 678.000 ;E;4;750;Negada
39;F; $ 1.209.600 ; $ 395.500 ;B;1;3;Negada
39;F; $ 1.344.000 ; $ 452.000 ;B;0;1.710;Negada
39;F; $ 1.456.000 ; $ 734.500 ;B;1;2.247;Anulada
39;F; $ 1.344.000 ; $ 508.500 ;C;5;1.278;Negada
39;F; $ 1.456.000 ; $ 734.500 ;B;1;2.247;Aprobada
39;F; $ 2.430.400 ; $ 536.750 ;E;3;1.842;Anulada
39;M; $ 2.072.000 ; $ 1.559.400 ;E;6;2.202;Desistida
39;M; $ 825.440 ; $ 169.500 ;B;1;1.968;Negada
39;F; $ 1.120.000 ; $ 565.000 ;B;3;840;Desistida
39;F; $ 2.430.400 ; $ 536.750 ;E;3;1.842;Aprobada
39;M; $ 1.120.000 ; $ 678.000 ;B;1;1.161;Desistida
39;F; $ 1.792.000 ; $ 452.000 ;E;5;1.845;Negada
39;M; $ 3.920.000 ; $ 791.000 ;B;0;2.130;Negada
39;M; $ 1.034.387 ; $ 621.500 ;B;0;1.974;Aprobada
39;M; $ 1.568.000 ; $ 339.000 ;E;4;2.208;Negada
39;M; $ 1.344.000 ; $ 339.000 ;B;0;3;Desistida
39;F; $ 4.480.000 ; $ 339.000 ;E;9;450;Negada
39;F; $ 2.016.000 ; $ 565.000 ;E;7;1.971;Desistida
39;F; $ 2.414.720 ; $ 1.118.700 ;B;1;2.142;Desistida
39;M; $ 4.679.360 ; $ 1.050.900 ;E;6;2.433;Desistida
39;F; $ 1.680.000 ; $ 1.695.000 ;B;1;1.968;Negada
39;F; $ 1.568.000 ; $ 791.000 ;E;10;1.950;Desistida
39;F; $ 2.240.000 ; $ 904.000 ;C;12;624;Negada
39;F; $ 1.478.400 ; $ 983.100 ;B;2;1.872;Desistida
39;M; $ 1.344.000 ; $ 339.000 ;B;3;2.181;Desistida
39;F; $ 2.147.824 ; $ 1.056.550 ;B;4;1.008;Desistida
39;F; $ 1.064.000 ; $ 485.900 ;B;2;918;Desistida
39;M; $ 853.261 ; $ 350.300 ;B;2;2.343;Anulada
39;F; $ 10.180.800 ; $ 678.000 ;E;10;2.214;Negada
39;F; $ 8.848.000 ; $ 5.085.000 ;K;4;882;Negada
39;F; $ 2.240.000 ; $ 565.000 ;B;1;2.316;Negada
39;M; $ 1.747.200 ; $ 282.500 ;B;5;1.743;Desistida
39;F; $ 1.680.000 ; $ 791.000 ;B;1;21;Aprobada
39;F; $ 1.344.000 ; $ 497.200 ;B;7;2.088;Desistida
39;F; $ 2.800.000 ; $ 1.808.000 ;E;8;2.016;Negada
39;M; $ 1.058.400 ; $ 226.000 ;B;2;3;Desistida
39;F; $ 1.117.940 ; $ 395.500 ;B;0;1.968;Desistida
39;F; $ 1.232.000 ; $ 508.500 ;B;4;1.392;Negada
39;M; $ 2.057.440 ; $ 1.000.050 ;A;7;1.893;Desistida
39;M; $ 952.000 ; $ 565.000 ;E;2;675;Negada
39;F; $ 1.635.200 ; $ 621.500 ;B;2;1.143;Anulada
39;F; $ 3.606.400 ; $ 1.818.170 ;E;7;1.317;Desistida
39;M; $ 3.186.400 ; $ 1.627.200 ;E;7;2.136;Anulada
39;M; $ 826.243 ; $ 632.800 ;B;1;2.034;Desistida
39;F; $ 2.072.000 ; $ 565.000 ;E;4;1.863;Negada
39;M; $ 3.360.000 ; $ 1.130.000 ;C;11;531;Negada
39;M; $ 1.390.492 ; $ 226.000 ;E;5;1.902;Negada
39;F; $ 2.800.000 ; $ 1.582.000 ;B;2;1.047;Aprobada
39;M; $ 771.680 ; $ 406.800 ;B;0;2.124;Desistida
39;M; $ 5.600.000 ; $ 2.260.000 ;A;5;1.566;Negada
39;M; $ 905.496 ; $ 508.500 ;B;2;1.107;Desistida
39;F; $ 1.680.000 ; $ 791.000 ;B;1;21;Anulada
39;M; $ 885.839 ; $ 553.700 ;B;0;0;Aprobada
39;M; $ 1.385.440 ; $ - ;C;4;1.281;Negada
39;F; $ 7.280.000 ; $ 1.514.200 ;E;11;1.890;Anulada
39;F; $ 7.280.000 ; $ 1.514.200 ;E;11;1.890;Aprobada
39;F; $ 2.464.000 ; $ 1.966.200 ;B;0;12;Desistida
39;M; $ 1.142.400 ; $ 565.000 ;B;2;2.316;Anulada
39;M; $ 1.617.015 ; $ 519.800 ;E;4;2.550;Anulada
39;F; $ 3.853.920 ; $ 1.288.200 ;E;6;1.776;Anulada
39;F; $ 3.853.920 ; $ 1.288.200 ;E;6;1.776;Aprobada
39;M; $ 771.680 ; $ 406.800 ;B;0;2.124;Desistida
39;M; $ 1.236.480 ; $ 508.500 ;E;2;2.397;Desistida
39;M; $ 1.142.400 ; $ 565.000 ;B;2;2.316;Anulada
39;M; $ 1.142.400 ; $ 565.000 ;B;2;2.316;Aprobada
39;F; $ 2.016.000 ; $ 904.000 ;B;2;2.532;Desistida
39;M; $ 826.243 ; $ 350.300 ;B;2;2.343;Anulada
39;F; $ 2.240.000 ; $ 960.500 ;B;3;2.055;Desistida
39;M; $ 3.360.000 ; $ 1.130.000 ;C;5;1.965;Negada
39;M; $ 916.160 ; $ 519.800 ;B;2;2.004;Aprobada
39;F; $ 3.136.000 ; $ 1.356.000 ;B;1;3;Aprobada
39;F; $ 3.304.000 ; $ 1.469.000 ;B;1;3;Negada
39;F; $ 1.904.000 ; $ 565.000 ;B;1;1.683;Negada
39;F; $ 1.456.000 ; $ 757.100 ;B;3;1.998;Desistida
39;M; $ 5.600.000 ; $ 339.000 ;B;0;2.265;Negada
39;M; $ 2.016.000 ; $ 678.000 ;E;1;2.115;Negada
39;F; $ 1.117.940 ; $ 757.100 ;B;0;1.968;Desistida
39;M; $ 2.240.000 ; $ 678.000 ;C;4;1.122;Desistida
39;F; $ 1.232.000 ; $ 678.000 ;E;5;2.205;Negada
39;M; $ 1.004.976 ; $ 678.000 ;B;5;2.142;Desistida
39;F; $ 1.680.000 ; $ 282.500 ;E;6;2.544;Desistida
39;M; $ 1.120.000 ; $ 113.000 ;E;3;2.187;Negada
39;F; $ 1.456.000 ; $ 1.073.500 ;B;0;1.989;Anulada
39;F; $ 1.456.000 ; $ 1.073.500 ;B;0;1.989;Aprobada
39;F; $ 1.556.800 ; $ 881.400 ;E;4;1.764;Desistida
39;F; $ 1.568.000 ; $ 508.500 ;E;5;2.199;Anulada
39;F; $ 961.677 ; $ 508.500 ;E;5;2.199;Desistida
39;M; $ 812.448 ; $ 565.000 ;E;2;2.058;Desistida
39;F; $ 1.232.000 ; $ 632.800 ;B;0;1.245;Aprobada
39;M; $ 2.514.577 ; $ 904.000 ;B;0;1.299;Negada
39;F; $ 2.844.800 ; $ 1.356.000 ;E;5;2.520;Anulada
39;F; $ 2.844.800 ; $ 1.356.000 ;E;5;2.520;Aprobada
39;F; $ 1.232.000 ; $ 339.000 ;E;4;2.343;Anulada
39;F; $ 1.232.000 ; $ 339.000 ;E;4;2.343;Aprobada
39;F; $ 1.568.000 ; $ - ;E;5;2.340;Desistida
39;F; $ 732.321 ; $ 429.400 ;B;0;2.313;Aprobada
39;F; $ 963.200 ; $ 395.500 ;B;3;1.944;Negada
39;F; $ 1.232.000 ; $ 226.000 ;B;0;0;Anulada
39;M; $ 5.600.000 ; $ 1.130.000 ;B;2;1.326;Negada
39;M; $ 2.142.165 ; $ 406.800 ;E;9;2.184;Aprobada
39;M; $ 2.329.600 ; $ 802.300 ;E;8;2.319;Desistida
39;M; $ 1.048.854 ; $ 678.000 ;B;1;2.307;Desistida
39;F; $ 2.464.000 ; $ 565.000 ;E;6;2.169;Anulada
39;F; $ 1.710.240 ; $ 813.600 ;B;1;2.193;Aprobada
39;F; $ 1.120.000 ; $ 452.000 ;B;2;1.095;Negada
39;F; $ 3.360.000 ; $ 2.147.000 ;E;4;2.085;Desistida
39;F; $ 2.844.800 ; $ 1.356.000 ;E;5;2.520;Anulada
39;F; $ 1.310.161 ; $ 1.017.000 ;E;3;1.077;Desistida
39;F; $ 2.240.000 ; $ 169.500 ;C;3;1.251;Negada
39;F; $ 1.710.240 ; $ 813.600 ;B;1;2.193;Anulada
39;F; $ 1.710.240 ; $ 813.600 ;B;1;2.193;Anulada
39;F; $ 2.844.800 ; $ 1.356.000 ;E;5;2.520;Anulada
39;F; $ 1.344.000 ; $ 802.300 ;B;2;558;Desistida
39;M; $ 1.260.000 ; $ 113.000 ;B;2;1.236;Negada
39;F; $ 2.258.440 ; $ 1.017.000 ;E;14;1.869;Aprobada
39;F; $ 2.520.000 ; $ 452.000 ;E;3;1.593;Negada
39;F; $ 2.800.000 ; $ 226.000 ;B;4;1.677;Negada
39;F; $ 1.064.000 ; $ 452.000 ;B;2;804;Negada
39;F; $ 1.232.000 ; $ 632.800 ;B;0;1.245;Anulada
39;F; $ 1.519.465 ; $ 339.000 ;B;0;2.106;Negada
39;F; $ 1.792.000 ; $ 1.469.000 ;B;3;3;Negada
39;M; $ 1.344.000 ; $ 474.600 ;E;3;2.226;Desistida
39;F; $ 1.134.560 ; $ 508.500 ;E;3;1.989;Negada
39;F; $ 2.441.600 ; $ 1.186.500 ;B;0;0;Anulada
39;M; $ 4.480.000 ; $ 2.621.600 ;E;2;2.094;Anulada
39;M; $ 4.480.000 ; $ 2.621.600 ;E;2;2.094;Anulada
39;M; $ 2.016.000 ; $ 1.243.000 ;C;6;1.113;Negada
39;F; $ 1.344.000 ; $ 395.500 ;B;1;2.148;Negada
39;M; $ 1.680.000 ; $ 1.243.000 ;C;3;2.106;Desistida
39;M; $ 1.456.000 ; $ 587.600 ;E;5;1.836;Desistida
39;F; $ 1.188.320 ; $ 169.500 ;E;6;2.268;Desistida
39;F; $ 1.231.555 ; $ 621.500 ;E;2;2.280;Desistida
39;M; $ 2.142.165 ; $ 406.800 ;E;9;2.184;Desistida
39;M; $ 817.600 ; $ 282.500 ;E;5;2.160;Negada
39;F; $ 1.313.760 ; $ 282.500 ;E;3;1.056;Negada
39;F; $ 1.680.000 ; $ 779.700 ;B;3;1.977;Desistida
39;F; $ 1.792.000 ; $ 904.000 ;B;3;3;Negada
39;F; $ 2.441.600 ; $ 1.186.500 ;B;0;0;Desistida
39;F; $ 1.106.560 ; $ 339.000 ;B;3;1.263;Negada
39;M; $ 825.349 ; $ 282.500 ;E;1;2.139;Aprobada
39;F; $ 2.912.000 ; $ 169.500 ;E;6;1.773;Desistida
39;M; $ 1.680.000 ; $ 339.000 ;E;3;2.388;Negada
39;F; $ 3.852.800 ; $ 1.378.600 ;E;9;1.392;Anulada
39;F; $ 2.800.000 ; $ 1.356.000 ;E;6;2.142;Negada
39;F; $ 996.800 ; $ 169.500 ;B;2;1.008;Desistida
39;M; $ 1.792.700 ; $ 158.200 ;E;8;2.301;Aprobada
39;F; $ 3.852.800 ; $ 1.378.600 ;E;9;1.392;Aprobada
39;F; $ 1.792.000 ; $ 655.400 ;E;2;2.085;Aprobada
39;F; $ 1.792.000 ; $ 655.400 ;E;2;2.085;Anulada
39;F; $ 3.159.408 ; $ 361.600 ;E;7;2.511;Anulada
39;F; $ 3.159.408 ; $ 361.600 ;E;7;2.511;Anulada
39;F; $ 3.159.408 ; $ 361.600 ;E;7;2.511;Aprobada
39;F; $ 2.464.000 ; $ 565.000 ;E;3;2.028;Negada
39;F; $ 2.800.000 ; $ 791.000 ;E;1;2.139;Desistida
39;M; $ 896.000 ; $ 169.500 ;C;6;1.221;Negada
