EDAD;GENERO;INGRESOS;EGRESOS;HABITO_PAGO;CREDITOS_VIGENTES;PUNTAJE_RIESGO;ESTADO
33;F; $ 1.680.000 ; $ 508.500 ;B;1;2.103;Aprobada
33;F; $ 1.344.000 ; $ 226.000 ;B;0;0;Negada
33;F; $ 817.208 ; $ 282.500 ;B;2;2.079;Anulada
33;M; $ 1.590.400 ; $ 508.500 ;B;1;1.548;Negada
33;F; $ 1.344.000 ; $ - ;E;3;1.875;Desistida
33;F; $ 1.064.000 ; $ - ;B;1;3;Desistida
33;F; $ 1.659.840 ; $ 853.150 ;B;1;2.118;Anulada
33;F; $ 1.153.600 ; $ 791.000 ;B;1;21;Aprobada
33;F; $ 817.208 ; $ 282.500 ;B;2;2.079;Aprobada
33;M; $ 985.600 ; $ 282.500 ;B;3;504;Desistida
33;M; $ 1 ; $ 1 ;E;9;2.085;Aprobada
33;F; $ 1.086.400 ; $ 169.500 ;C;2;1.167;Negada
33;F; $ 1.659.840 ; $ 853.150 ;E;1;2.118;Aprobada
33;F; $ 1.008.000 ; $ 282.500 ;B;1;2.289;Desistida
33;M; $ 1.232.000 ; $ 395.500 ;E;2;2.091;Desistida
33;M; $ 2.800.000 ; $ 728.850 ;C;8;933;Negada
33;M; $ 1.792.000 ; $ 791.000 ;E;5;747;Negada
33;F; $ 1.456.000 ; $ 305.100 ;B;1;2.196;Negada
33;F; $ 2.016.000 ; $ 565.000 ;E;4;2.277;Desistida
33;F; $ 3.360.000 ; $ 339.000 ;E;5;1.608;Desistida
33;F; $ 1.232.000 ; $ 452.000 ;B;1;3;Desistida
33;F; $ 1.008.000 ; $ 339.000 ;B;2;1.941;Negada
33;M; $ 2.040.640 ; $ 621.500 ;B;5;2.226;Aprobada
33;M; $ 1.281.168 ; $ 395.500 ;B;2;945;Anulada
33;M; $ 1.281.168 ; $ 395.500 ;B;2;945;Aprobada
33;F; $ 2.464.000 ; $ 565.000 ;E;4;2.316;Desistida
33;M; $ 2.800.000 ; $ 2.412.550 ;E;4;2.223;Aprobada
33;M; $ 952.000 ; $ 282.500 ;E;2;2.085;Desistida
33;M; $ 1.209.600 ; $ 113.000 ;E;7;2.046;Negada
33;M; $ 1.054.525 ; $ 339.000 ;E;3;1.725;Aprobada
33;F; $ 1.680.000 ; $ 565.000 ;B;0;1.518;Negada
33;M; $ 952.000 ; $ 576.300 ;B;0;1.812;Negada
33;M; $ 797.991 ; $ 339.000 ;A;4;1.947;Desistida
33;F; $ 4.166.400 ; $ - ;E;7;1.932;Negada
33;F; $ 896.000 ; $ 565.000 ;B;2;1.065;Desistida
33;F; $ 10.080.000 ; $ 7.514.500 ;B;2;1.830;Negada
33;M; $ 1.568.000 ; $ 395.500 ;E;10;1.656;Negada
33;M; $ 945.114 ; $ 508.500 ;B;0;12;Aprobada
33;F; $ 2.240.000 ; $ 226.000 ;B;0;0;Negada
33;F; $ 825.440 ; $ 226.000 ;B;0;0;Desistida
33;M; $ 2.240.000 ; $ 226.000 ;B;5;2.244;Negada
33;F; $ 2.240.000 ; $ 226.000 ;B;1;975;Negada
33;F; $ 1.456.000 ; $ 1.130.000 ;B;3;1.077;Negada
33;F; $ 826.243 ; $ 339.000 ;B;0;0;Desistida
33;F; $ 1.344.000 ; $ 452.000 ;B;0;0;Negada
33;F; $ 1.109.435 ; $ 1.243.000 ;B;1;1.569;Desistida
33;M; $ 5.600.000 ; $ 1.005.700 ;E;11;2.262;Desistida
33;F; $ 963.200 ; $ 565.000 ;B;1;3;Desistida
33;M; $ 1.120.000 ; $ 565.000 ;E;2;2.262;Desistida
33;F; $ 1.120.000 ; $ 282.500 ;B;0;0;Desistida
33;M; $ 1.318.404 ; $ 293.800 ;E;5;2.196;Desistida
33;M; $ 1.131.200 ; $ 395.500 ;B;5;2.355;Desistida
33;F; $ 1.025.920 ; $ 565.000 ;B;1;2.202;Aprobada
33;F; $ 1.344.000 ; $ 791.000 ;B;1;3;Anulada
33;F; $ 1.344.000 ; $ 791.000 ;B;1;3;Aprobada
33;F; $ 1.456.000 ; $ 395.500 ;C;4;3;Negada
33;F; $ 1.344.000 ; $ 678.000 ;C;5;1.629;Negada
33;F; $ 1.344.000 ; $ 791.000 ;B;1;3;Anulada
33;F; $ 1.344.000 ; $ 791.000 ;B;1;3;Anulada
33;M; $ 1.120.000 ; $ 226.000 ;B;2;717;Negada
33;F; $ 1.474.162 ; $ 904.000 ;B;2;2.292;Aprobada
33;F; $ 1.011.012 ; $ 565.000 ;B;3;1.935;Desistida
33;F; $ 922.656 ; $ 757.100 ;B;0;0;Desistida
33;F; $ 1.293.600 ; $ 678.000 ;B;3;2.199;Desistida
33;M; $ 1.904.000 ; $ 226.000 ;B;8;2.058;Negada
33;F; $ 1.064.000 ; $ 56.500 ;E;5;945;Negada
33;M; $ 1.064.000 ; $ - ;B;5;1.134;Negada
33;F; $ 560.000 ; $ 113.000 ;B;0;0;Negada
33;F; $ 1.568.000 ; $ 678.000 ;B;1;1.704;Desistida
33;F; $ 4.256.000 ; $ 3.164.000 ;E;4;2.223;Aprobada
33;F; $ 1.244.365 ; $ 565.000 ;B;3;2.133;Aprobada
33;F; $ 2.576.000 ; $ 339.000 ;E;4;2.001;Desistida
33;F; $ 1.198.400 ; $ 452.000 ;B;1;1.938;Aprobada
33;F; $ 1.170.400 ; $ 678.000 ;B;3;888;Desistida
33;F; $ 1.456.000 ; $ 395.500 ;A;1;1.725;Desistida
33;F; $ 3.024.000 ; $ 1.695.000 ;B;0;12;Desistida
33;F; $ 1.750.560 ; $ - ;B;3;1.842;Negada
33;M; $ 1.680.000 ; $ 740.150 ;B;0;2.283;Desistida
33;F; $ 1.344.000 ; $ 226.000 ;B;3;1.365;Negada
33;F; $ 1.344.000 ; $ 339.000 ;K;4;879;Negada
33;F; $ 989.744 ; $ 678.000 ;B;0;0;Desistida
33;F; $ 1.205.120 ; $ 226.000 ;E;1;1.263;Negada
33;F; $ 896.000 ; $ 339.000 ;B;0;0;Desistida
33;F; $ 989.744 ; $ 678.000 ;B;0;0;Desistida
33;F; $ 1.326.080 ; $ 508.500 ;B;3;1.944;Aprobada
33;F; $ 1.008.000 ; $ 485.900 ;C;9;1.299;Negada
33;F; $ 4.169.305 ; $ 1.356.000 ;B;3;2.331;Desistida
33;F; $ 1.680.000 ; $ 282.500 ;E;6;780;Negada
33;M; $ 1.008.000 ; $ - ;E;2;2.151;Negada
33;F; $ 1.344.000 ; $ 339.000 ;B;0;12;Negada
33;M; $ 4.842.880 ; $ 791.000 ;B;4;2.199;Aprobada
33;F; $ 930.140 ; $ 678.000 ;E;6;2.235;Desistida
33;F; $ 1.120.000 ; $ 316.400 ;E;3;2.094;Desistida
33;F; $ 2.464.000 ; $ 1.423.800 ;B;3;1.707;Aprobada
33;F; $ 1.120.000 ; $ 565.000 ;B;0;0;Desistida
33;F; $ 2.016.000 ; $ 791.000 ;A;2;1.536;Negada
33;F; $ 836.640 ; $ 192.100 ;E;2;1.233;Desistida
33;F; $ 1.189.514 ; $ 1.299.500 ;B;1;1.311;Desistida
33;M; $ 1.344.000 ; $ 271.200 ;E;8;2.433;Negada
33;F; $ 1.792.000 ; $ 565.000 ;B;1;3;Desistida
33;F; $ 952.000 ; $ 757.100 ;B;4;591;Negada
33;F; $ 1.190.000 ; $ 474.600 ;B;2;1.191;Aprobada
33;F; $ 1.512.000 ; $ 395.500 ;B;0;2.040;Desistida
33;F; $ 1.344.000 ; $ 339.000 ;B;0;2.013;Desistida
33;F; $ 2.240.000 ; $ 113.000 ;E;3;1.140;Negada
33;F; $ 2.240.000 ; $ 226.000 ;B;0;0;Desistida
33;M; $ 1.120.000 ; $ 745.800 ;B;3;2.238;Desistida
33;F; $ 1.465.115 ; $ 734.500 ;B;0;0;Anulada
33;F; $ 8.400.000 ; $ 2.825.000 ;E;5;1.971;Aprobada
33;F; $ 3.920.000 ; $ 1.695.000 ;B;2;2.013;Desistida
33;F; $ 3.091.200 ; $ 791.000 ;E;5;2.196;Anulada
33;F; $ 1.628.480 ; $ 678.000 ;E;3;1.623;Desistida
33;M; $ 810.821 ; $ 113.000 ;B;1;3;Negada
33;F; $ 1.960.000 ; $ 757.100 ;E;3;1.935;Desistida
33;F; $ 816.301 ; $ 745.800 ;B;0;0;Desistida
33;F; $ 1.680.000 ; $ 282.500 ;E;4;2.154;Negada
33;F; $ 5.264.000 ; $ 1.130.000 ;B;2;1.932;Desistida
33;F; $ 1.344.000 ; $ 791.000 ;E;3;1.683;Aprobada
33;F; $ 1.130.157 ; $ 565.000 ;E;4;2.079;Desistida
33;F; $ 908.477 ; $ 700.600 ;B;2;1.722;Desistida
33;F; $ 2.669.117 ; $ 565.000 ;A;5;1.968;Anulada
33;F; $ 2.669.117 ; $ 565.000 ;A;5;1.968;Anulada
33;M; $ 1.244.320 ; $ 395.500 ;E;4;2.214;Anulada
33;M; $ 1.244.320 ; $ 395.500 ;E;4;2.217;Aprobada
33;F; $ 1.680.000 ; $ 339.000 ;B;1;21;Negada
33;M; $ 2.240.000 ; $ 452.000 ;E;3;1.848;Negada
33;F; $ 2.128.000 ; $ 1.130.000 ;E;7;2.139;Desistida
33;F; $ 1.177.557 ; $ 508.500 ;B;4;1.848;Anulada
33;F; $ 1.177.557 ; $ 508.500 ;B;4;1.848;Aprobada
33;M; $ 1.904.000 ; $ 339.000 ;E;5;2.277;Desistida
33;F; $ 2.240.000 ; $ 1.356.000 ;B;0;1.836;Negada
33;F; $ 1.807.546 ; $ 429.400 ;B;3;2.136;Desistida
33;F; $ 2.020.106 ; $ 926.600 ;E;4;1.821;Negada
33;F; $ 1.456.000 ; $ 339.000 ;B;0;1.968;Negada
33;F; $ 3.360.000 ; $ 452.000 ;E;6;2.349;Desistida
33;F; $ 6.720.000 ; $ 1.474.650 ;B;3;2.304;Desistida
33;M; $ 1.153.600 ; $ 79.100 ;E;4;2.370;Negada
33;M; $ 1.120.000 ; $ 339.000 ;B;0;0;Desistida
33;M; $ 4.480.000 ; $ 2.260.000 ;B;4;1.554;Negada
33;F; $ 1.344.000 ; $ 452.000 ;B;0;0;Desistida
33;F; $ 2.800.000 ; $ 169.500 ;K;2;1.650;Negada
33;F; $ 1.190.000 ; $ 474.600 ;B;2;1.191;Anulada
33;F; $ 2.016.000 ; $ 339.000 ;E;3;2.358;Negada
33;M; $ 918.893 ; $ 406.800 ;B;0;0;Desistida
33;F; $ 1.833.216 ; $ 858.800 ;E;4;1.974;Anulada
33;F; $ 1.833.216 ; $ 858.800 ;E;4;1.974;Aprobada
33;F; $ 1.120.000 ; $ 282.500 ;E;1;2.016;Desistida
33;F; $ 3.212.164 ; $ 1.469.000 ;E;7;2.025;Aprobada
33;F; $ 1.881.600 ; $ 915.300 ;B;3;2.070;Anulada
33;F; $ 1.344.000 ; $ 395.500 ;E;7;2.013;Desistida
33;F; $ 1.679.888 ; $ 678.000 ;B;2;3;Anulada
33;M; $ 1.098.518 ; $ 1.005.700 ;B;0;2.079;Desistida
33;F; $ 1.679.888 ; $ 678.000 ;B;2;3;Desistida
33;M; $ 1.916.320 ; $ 565.000 ;E;4;2.451;Desistida
33;F; $ 1.792.000 ; $ 226.000 ;B;0;2.160;Desistida
33;F; $ 1.344.000 ; $ 565.000 ;E;4;2.043;Desistida
33;F; $ 1.024.380 ; $ 474.600 ;B;1;2.337;Anulada
33;F; $ 1.024.380 ; $ 474.600 ;B;1;2.337;Anulada
33;F; $ 1.024.380 ; $ 474.600 ;B;1;2.337;Anulada
33;F; $ 1.024.380 ; $ 474.600 ;B;1;2.337;Anulada
33;F; $ 1.024.380 ; $ 474.600 ;B;1;2.337;Aprobada
33;M; $ 1.113.280 ; $ 621.500 ;B;1;996;Aprobada
33;M; $ 3.360.000 ; $ 1.356.000 ;B;3;1.107;Negada
33;F; $ 1.545.600 ; $ 226.000 ;B;0;2.061;Anulada
33;F; $ 1.545.600 ; $ 226.000 ;B;0;2.061;Aprobada
33;F; $ 44.800.000 ; $ 31.359.760 ;E;4;2.328;Anulada
33;F; $ 2.240.000 ; $ 113.000 ;D;3;1.395;Negada
33;F; $ 2.139.200 ; $ 678.000 ;B;1;3;Anulada
33;F; $ 2.139.200 ; $ 678.000 ;B;1;3;Aprobada
33;F; $ 2.240.000 ; $ 904.000 ;B;1;1.077;Desistida
33;F; $ 1.612.800 ; $ 904.000 ;B;1;3;Desistida
33;F; $ 1.904.000 ; $ 791.000 ;E;2;1.536;Negada
33;F; $ 1.568.000 ; $ 904.000 ;E;4;2.121;Desistida
33;F; $ 1.344.000 ; $ 791.000 ;B;2;1.215;Desistida
33;F; $ 896.000 ; $ 423.750 ;E;5;2.187;Aprobada
33;F; $ 1.736.000 ; $ 565.000 ;B;2;1.923;Desistida
33;F; $ 853.261 ; $ 226.000 ;E;2;1.245;Negada
33;F; $ 2.669.117 ; $ 565.000 ;A;5;1.968;Anulada
33;F; $ 1.456.000 ; $ 508.500 ;E;3;1.275;Negada
33;F; $ 1.465.115 ; $ 734.500 ;B;0;0;Desistida
33;F; $ 1.680.000 ; $ 565.000 ;B;0;0;Desistida
33;F; $ 2.240.000 ; $ 226.000 ;B;0;1.551;Negada
33;M; $ 1.680.000 ; $ 565.000 ;E;7;1.746;Negada
33;F; $ 1.008.000 ; $ 452.000 ;E;6;2.037;Desistida
33;M; $ 1.043.951 ; $ 220.350 ;E;3;2.433;Desistida
33;M; $ 1.456.000 ; $ 678.000 ;B;0;1.794;Desistida
33;F; $ 420.000 ; $ 226.000 ;E;5;2.187;Anulada
33;F; $ 3.360.000 ; $ 169.500 ;E;6;2.253;Negada
33;F; $ 2.669.117 ; $ 565.000 ;A;5;1.968;Aprobada
33;F; $ 1.044.960 ; $ 723.200 ;B;0;0;Aprobada
33;F; $ 3.360.000 ; $ 2.463.400 ;B;1;1.380;Aprobada
33;M; $ 1.344.000 ; $ 339.000 ;B;2;1.959;Desistida
33;F; $ 1.680.000 ; $ 113.000 ;C;3;1.245;Negada
33;F; $ 2.240.000 ; $ 678.000 ;E;1;2.340;Desistida
33;F; $ 1.657.600 ; $ 226.000 ;B;1;1.677;Negada
33;F; $ 920.212 ; $ 700.600 ;B;1;1.971;Desistida
33;F; $ 1.881.600 ; $ 915.300 ;B;3;2.070;Anulada
33;F; $ 1.881.600 ; $ 915.300 ;B;3;2.070;Aprobada
33;F; $ 1.280.367 ; $ 226.000 ;E;3;2.178;Anulada
33;F; $ 1.280.367 ; $ 226.000 ;E;3;2.178;Aprobada
33;F; $ 8.960.000 ; $ - ;B;2;2.136;Desistida
33;F; $ 1.338.538 ; $ 1.017.000 ;B;3;1.062;Anulada
33;F; $ 1.338.538 ; $ 1.017.000 ;B;3;1.062;Desistida
31;F; $ 1.433.600 ; $ 1.136.780 ;E;2;2.007;Desistida
31;F; $ 1.433.600 ; $ 1.136.780 ;E;2;2.007;Desistida
31;F; $ 1.680.000 ; $ 565.000 ;B;6;1.314;Desistida
31;F; $ 896.000 ; $ 282.500 ;B;1;1.305;Negada
31;F; $ 896.000 ; $ 226.000 ;B;0;0;Negada
31;F; $ 896.000 ; $ 226.000 ;B;0;0;Negada
31;F; $ 1.792.000 ; $ 678.000 ;B;2;2.043;Negada
31;F; $ 2.538.648 ; $ 847.500 ;B;0;0;Aprobada
31;F; $ 2.800.000 ; $ 2.689.400 ;E;4;867;Desistida
31;F; $ 919.296 ; $ 678.000 ;E;2;1.194;Negada
31;M; $ 1.344.000 ; $ 339.000 ;B;0;0;Negada
31;M; $ 817.600 ; $ 237.300 ;B;0;1.953;Negada
31;F; $ 1.176.000 ; $ 791.000 ;E;1;2.157;Negada
31;F; $ 1.747.200 ; $ 996.660 ;B;1;21;Anulada
31;F; $ 1.747.200 ; $ 996.660 ;B;1;21;Aprobada
31;F; $ 1.792.000 ; $ 1.130.000 ;B;1;3;Negada
31;F; $ 2.016.000 ; $ 452.000 ;B;3;744;Negada
31;F; $ 3.360.000 ; $ 2.011.400 ;B;0;0;Aprobada
31;F; $ 2.240.000 ; $ 169.500 ;B;4;1.938;Desistida
31;F; $ 2.016.000 ; $ 678.000 ;B;2;969;Desistida
31;F; $ 1.120.000 ; $ 339.000 ;B;0;0;Negada
31;F; $ 2.240.000 ; $ 226.000 ;B;3;1.200;Negada
31;F; $ 1.426.124 ; $ 339.000 ;B;1;2.205;Desistida
31;F; $ 937.440 ; $ 282.500 ;C;3;873;Negada
31;F; $ 1.344.000 ; $ 762.750 ;B;3;720;Negada
31;M; $ 2.240.000 ; $ 395.500 ;E;2;2.286;Negada
31;F; $ 873.600 ; $ 745.800 ;B;2;2.154;Desistida
31;F; $ 2.688.000 ; $ 282.500 ;B;3;858;Negada
31;F; $ 1.680.000 ; $ 904.000 ;B;1;1.542;Desistida
31;F; $ 1.232.000 ; $ 339.000 ;B;0;2.223;Desistida
31;F; $ 1.680.000 ; $ 395.500 ;E;3;885;Negada
31;M; $ 3.360.000 ; $ 463.300 ;E;3;2.253;Negada
31;M; $ 1.680.000 ; $ 1.356.000 ;B;0;2.031;Negada
31;F; $ 1.512.000 ; $ 666.700 ;B;1;2.115;Negada
31;F; $ 1.680.000 ; $ 339.000 ;B;1;3;Negada
31;F; $ 4.480.000 ; $ 452.000 ;E;3;2.235;Negada
31;F; $ 1.680.000 ; $ 904.000 ;B;0;0;Desistida
31;F; $ 826.243 ; $ 339.000 ;B;0;0;Desistida
31;M; $ 2.128.000 ; $ 339.000 ;C;6;738;Negada
31;F; $ 1.120.000 ; $ 791.000 ;B;3;1.893;Desistida
31;M; $ 896.000 ; $ 339.000 ;B;0;0;Negada
31;F; $ 1.568.000 ; $ 565.000 ;B;0;0;Negada
31;F; $ 1.057.280 ; $ 565.000 ;B;3;711;Negada
31;F; $ 1.301.440 ; $ 339.000 ;B;1;3;Negada
31;M; $ 1.344.000 ; $ 678.000 ;B;0;2.055;Negada
31;M; $ 1.456.000 ; $ 395.500 ;E;4;1.866;Anulada
31;M; $ 784.000 ; $ 113.000 ;B;3;1.266;Negada
31;M; $ 853.328 ; $ 282.500 ;B;1;1.065;Negada
31;F; $ 1.456.000 ; $ 339.000 ;B;3;3;Negada
31;F; $ 1.349.842 ; $ 711.900 ;B;5;2.136;Desistida
31;F; $ 1.710.289 ; $ 1.107.400 ;B;0;0;Aprobada
31;M; $ 920.446 ; $ 610.200 ;E;3;1.734;Desistida
31;F; $ 5.880.000 ; $ 2.214.800 ;E;8;1.629;Desistida
31;M; $ 2.016.000 ; $ 226.000 ;B;1;2.220;Desistida
31;M; $ 1.120.000 ; $ 565.000 ;B;3;1.611;Desistida
31;F; $ 840.000 ; $ 113.000 ;B;0;0;Desistida
31;M; $ 4.480.000 ; $ 678.000 ;B;0;2.037;Negada
31;F; $ 853.261 ; $ 536.750 ;B;1;2.241;Aprobada
31;F; $ 1.120.000 ; $ 779.700 ;B;1;3;Desistida
31;M; $ 1.120.000 ; $ 339.000 ;B;5;732;Negada
31;M; $ 1.344.000 ; $ 565.000 ;B;1;3;Desistida
31;M; $ 853.263 ; $ 226.000 ;B;2;1.308;Negada
31;M; $ 1.120.000 ; $ 565.000 ;B;3;2.064;Anulada
31;F; $ 698.023 ; $ 678.000 ;B;2;2.175;Desistida
31;F; $ 5.600.000 ; $ 1.695.000 ;B;3;951;Negada
31;F; $ 1.680.000 ; $ 1.130.000 ;E;2;2.334;Aprobada
31;F; $ 1.792.000 ; $ 1.039.600 ;E;1;1.842;Desistida
31;F; $ 1.344.000 ; $ 565.000 ;B;1;2.130;Negada
31;M; $ 761.600 ; $ 339.000 ;B;0;0;Desistida
31;F; $ 2.016.000 ; $ - ;E;5;2.397;Desistida
31;M; $ 1.344.000 ; $ 452.000 ;B;0;0;Negada
31;F; $ 1.420.933 ; $ 700.600 ;A;15;1.425;Desistida
31;M; $ 8.971.200 ; $ 565.000 ;B;10;1.701;Desistida
31;F; $ 1.293.494 ; $ 1.322.100 ;E;4;2.202;Desistida
31;M; $ 1.807.580 ; $ 1.017.000 ;B;2;2.250;Desistida
31;F; $ 1.456.000 ; $ - ;A;2;1.218;Negada
31;M; $ 1.680.000 ; $ 508.500 ;C;4;846;Negada
31;M; $ 512.914 ; $ 282.500 ;B;1;3;Desistida
31;F; $ 1.859.200 ; $ 1.356.000 ;B;0;1.836;Aprobada
31;M; $ 697.044 ; $ 565.000 ;B;6;1.248;Desistida
31;F; $ 1.097.034 ; $ 906.260 ;B;1;2.121;Desistida
31;F; $ 1.008.000 ; $ 339.000 ;E;1;2.265;Desistida
31;M; $ 4.144.000 ; $ 1.130.000 ;C;7;513;Negada
31;M; $ 1.008.000 ; $ 395.500 ;E;5;2.469;Anulada
31;M; $ 1.008.000 ; $ 395.500 ;E;5;2.469;Aprobada
31;M; $ 1.008.000 ; $ 395.500 ;E;5;2.469;Anulada
31;M; $ 1.120.000 ; $ 565.000 ;B;3;2.064;Anulada
31;M; $ 1.232.000 ; $ 339.000 ;B;2;1.218;Negada
31;F; $ 1.048.320 ; $ 565.000 ;B;2;1.098;Negada
31;F; $ 1.081.360 ; $ 429.400 ;E;3;1.038;Anulada
31;M; $ 1.120.000 ; $ 779.700 ;B;2;450;Anulada
31;M; $ 1.120.000 ; $ 779.700 ;B;2;450;Aprobada
31;M; $ 33.600.000 ; $ 994.400 ;E;8;2.382;Aprobada
31;F; $ 1.120.000 ; $ 768.400 ;B;3;870;Desistida
31;F; $ 1.284.833 ; $ 904.000 ;B;2;1.032;Desistida
31;M; $ 33.600.000 ; $ 994.400 ;E;8;2.382;Anulada
31;M; $ 33.600.000 ; $ 994.400 ;E;8;2.382;Desistida
31;F; $ 1.848.000 ; $ 949.200 ;B;4;2.043;Aprobada
31;F; $ 4.480.000 ; $ 678.000 ;E;4;1.905;Negada
31;F; $ 1.081.360 ; $ 429.400 ;E;3;1.038;Aprobada
31;F; $ 826.190 ; $ 237.300 ;B;1;2.229;Aprobada
31;F; $ 1.212.567 ; $ 791.000 ;B;0;2.037;Desistida
31;F; $ 1.344.000 ; $ 282.500 ;B;3;21;Negada
31;F; $ 1.344.000 ; $ 892.700 ;B;1;3;Aprobada
31;F; $ 1.680.000 ; $ 452.000 ;B;1;3;Negada
31;F; $ 3.360.000 ; $ 678.000 ;E;8;2.367;Desistida
31;F; $ 1.232.000 ; $ 339.000 ;B;2;1.212;Desistida
31;F; $ 1.008.000 ; $ 135.600 ;B;3;2.091;Desistida
31;M; $ 825.593 ; $ 226.000 ;B;0;0;Negada
31;M; $ 896.000 ; $ 339.000 ;B;0;2.259;Desistida
31;F; $ 1.344.000 ; $ 452.000 ;E;4;2.106;Desistida
31;F; $ 2.016.000 ; $ 678.000 ;B;1;1.761;Negada
31;F; $ 1.344.000 ; $ 909.650 ;B;2;1.986;Desistida
31;F; $ 1.394.052 ; $ 508.500 ;B;1;3;Negada
31;F; $ 2.240.000 ; $ 565.000 ;B;2;3;Negada
31;M; $ 3.556.304 ; $ 2.825.000 ;E;4;2.373;Aprobada
31;M; $ 1.120.000 ; $ 339.000 ;E;4;1.200;Negada
31;F; $ 1.344.000 ; $ 440.700 ;A;6;1.503;Desistida
31;F; $ 1.439.492 ; $ 1.028.300 ;B;0;1.653;Aprobada
31;F; $ 1.064.000 ; $ 565.000 ;B;3;1.302;Negada
31;F; $ 2.800.000 ; $ 1.130.000 ;B;3;1.125;Negada
31;F; $ 907.110 ; $ 339.000 ;B;3;1.596;Negada
31;M; $ 804.923 ; $ 113.000 ;C;5;744;Negada
31;F; $ 1.904.000 ; $ 678.000 ;B;2;795;Negada
31;M; $ 2.240.000 ; $ 226.000 ;C;4;1.326;Negada
31;M; $ 1.680.000 ; $ 452.000 ;E;1;2.484;Desistida
31;F; $ 2.072.000 ; $ 678.000 ;B;2;930;Negada
31;F; $ 5.040.000 ; $ 3.082.640 ;E;4;1.950;Aprobada
31;F; $ 1.344.000 ; $ 282.500 ;B;3;3;Negada
31;F; $ 1.064.000 ; $ 480.250 ;B;2;3;Negada
31;M; $ 1.008.000 ; $ 339.000 ;B;2;1.446;Desistida
31;M; $ 840.000 ; $ 339.000 ;B;0;0;Desistida
31;M; $ 1.008.000 ; $ 395.500 ;B;5;1.020;Negada
31;F; $ 1.568.000 ; $ 791.000 ;E;2;1.992;Aprobada
31;M; $ 1.568.000 ; $ 226.000 ;B;2;3;Negada
31;F; $ 1.680.000 ; $ 226.000 ;E;2;2.271;Desistida
31;F; $ 1.512.000 ; $ 452.000 ;B;0;1.548;Negada
31;F; $ 898.484 ; $ 508.500 ;B;0;0;Anulada
31;M; $ 826.243 ; $ 113.000 ;E;3;2.280;Negada
31;M; $ 1.008.000 ; $ 339.000 ;B;2;1.446;Negada
31;F; $ 1.153.600 ; $ 452.000 ;B;1;1.833;Desistida
31;F; $ 898.484 ; $ 508.500 ;B;0;0;Desistida
31;M; $ 2.352.000 ; $ 452.000 ;E;4;1.746;Desistida
31;F; $ 2.016.000 ; $ 904.000 ;B;5;1.170;Negada
31;F; $ 1.008.000 ; $ 452.000 ;B;1;1.527;Negada
31;F; $ 1.028.720 ; $ 497.200 ;B;0;1.722;Anulada
31;M; $ 1.568.000 ; $ 452.000 ;C;4;1.344;Negada
31;F; $ 1.232.000 ; $ 452.000 ;B;1;3;Desistida
31;F; $ 1.028.720 ; $ 497.200 ;B;0;1.722;Aprobada
31;M; $ 1.382.080 ; $ 452.000 ;B;1;1.242;Negada
31;F; $ 1.008.000 ; $ 565.000 ;B;0;0;Negada
31;F; $ 2.016.000 ; $ 678.000 ;E;2;2.319;Negada
31;M; $ 1.680.000 ; $ 565.000 ;B;2;3;Desistida
31;M; $ 1.008.000 ; $ 678.000 ;B;1;2.211;Desistida
31;F; $ 6.496.000 ; $ 791.000 ;C;3;507;Negada
31;M; $ 1.232.000 ; $ 666.700 ;E;6;714;Negada
31;M; $ 831.843 ; $ 113.000 ;B;2;2.184;Negada
31;M; $ 1.588.160 ; $ 678.000 ;E;2;2.196;Aprobada
31;M; $ 1.344.000 ; $ 169.500 ;B;1;2.097;Negada
31;M; $ 896.000 ; $ 452.000 ;B;2;1.992;Negada
31;M; $ 3.696.000 ; $ 2.282.600 ;B;0;2.076;Anulada
31;M; $ 1.344.000 ; $ 678.000 ;C;5;1.164;Negada
31;F; $ 828.800 ; $ 226.000 ;C;6;849;Negada
31;M; $ 1.680.000 ; $ 678.000 ;B;3;21;Anulada
31;F; $ 1.792.000 ; $ 565.000 ;B;3;1.122;Negada
31;M; $ 1.583.680 ; $ 395.500 ;B;2;1.827;Negada
31;M; $ 1.680.000 ; $ 226.000 ;E;3;1.641;Negada
31;M; $ 1.064.000 ; $ 565.000 ;B;2;1.725;Negada
31;M; $ 896.000 ; $ 452.000 ;E;2;2.385;Negada
31;M; $ 1.680.000 ; $ 678.000 ;B;3;21;Anulada
31;M; $ 1.120.000 ; $ 282.500 ;E;6;2.343;Negada
31;M; $ 1.680.000 ; $ 678.000 ;B;3;21;Aprobada
31;F; $ 1.680.000 ; $ 339.000 ;B;3;1.689;Desistida
31;M; $ 3.696.000 ; $ 2.282.600 ;B;0;2.238;Aprobada
31;M; $ 1.120.000 ; $ 508.500 ;B;3;2.094;Anulada
31;M; $ 1.008.000 ; $ 339.000 ;B;1;2.154;Desistida
31;F; $ 3.774.400 ; $ 1.582.000 ;E;5;1.995;Negada
31;F; $ 1.472.800 ; $ 1.017.000 ;B;1;1.668;Anulada
31;M; $ 1.120.000 ; $ 452.000 ;B;2;2.241;Negada
31;F; $ 1.344.000 ; $ 734.500 ;B;1;3;Negada
31;F; $ 1.344.000 ; $ 452.000 ;B;1;2.265;Desistida
31;F; $ 2.083.593 ; $ 508.500 ;E;3;2.256;Aprobada
31;F; $ 1.472.800 ; $ 1.017.000 ;B;1;1.668;Aprobada
31;M; $ 1.568.000 ; $ 452.000 ;B;2;3;Negada
